# Joint_A_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm)
-15.0875, 26.0770, 7.5140, 157.1021, 226.1021, -17.0770, 249.5595, 14.0466, 71.8544, -68.3972
-14.9016, 25.9732, 7.3245, 157.1518, 226.1518, -16.9732, 249.7489, 14.0942, 71.7502, -68.4238
-14.7256, 25.8363, 7.1301, 157.1028, 226.1027, -16.8363, 249.9433, 14.0732, 71.7298, -68.4240
-14.5417, 25.7190, 6.9320, 157.0784, 226.0784, -16.7190, 250.1415, 14.0787, 71.6913, -68.4421
-14.3550, 25.5602, 6.7204, 157.1598, 226.1598, -16.5602, 250.3530, 14.0881, 71.5405, -68.4433
-14.1526, 25.4285, 6.5236, 157.1534, 226.1534, -16.4285, 250.5499, 14.1136, 71.4841, -68.4487
-13.9746, 25.2608, 6.2606, 157.2353, 226.2353, -16.2608, 250.8128, 14.0669, 71.3211, -68.4776
-13.8008, 25.1274, 6.0558, 157.1814, 226.1814, -16.1274, 251.0176, 14.0336, 71.3079, -68.4874
-13.6395, 25.0095, 5.8628, 157.1674, 226.1674, -16.0095, 251.2107, 14.0163, 71.2629, -68.5050
-13.4622, 24.8890, 5.6810, 157.2899, 226.2900, -15.8890, 251.3925, 14.0665, 71.0915, -68.5196
-13.2816, 24.7598, 5.4920, 157.2959, 226.2959, -15.7598, 251.5814, 14.0736, 71.0280, -68.5252
-13.1111, 24.6420, 5.3034, 157.2954, 226.2954, -15.6420, 251.7701, 14.0736, 70.9734, -68.5399
-12.9296, 24.4956, 5.0664, 157.2392, 226.2392, -15.4956, 252.0070, 14.0162, 70.9573, -68.5600
-12.7241, 24.3379, 4.8720, 157.2828, 226.2828, -15.3379, 252.2015, 14.0431, 70.8538, -68.5472
-12.5554, 24.1978, 4.6449, 157.3401, 226.3401, -15.1978, 252.4286, 14.0142, 70.7338, -68.5738
-12.3770, 24.0669, 4.4685, 157.3948, 226.3948, -15.0669, 252.6050, 14.0374, 70.6292, -68.5732
-12.1845, 23.9425, 4.2423, 157.4130, 226.4130, -14.9425, 252.8311, 14.0350, 70.5532, -68.6064
-11.9872, 23.8013, 4.0203, 157.3335, 226.3335, -14.8013, 253.0531, 14.0027, 70.5688, -68.6177
-11.7980, 23.6581, 3.8079, 157.4617, 226.4617, -14.6581, 253.2656, 14.0239, 70.3873, -68.6348
-11.6347, 23.4915, 3.5771, 157.5302, 226.5302, -14.4915, 253.4964, 13.9690, 70.2537, -68.6454
-11.4583, 23.3681, 3.3875, 157.5164, 226.5164, -14.3681, 253.6859, 13.9638, 70.2172, -68.6554
-11.2834, 23.2700, 3.2185, 157.4489, 226.4489, -14.2700, 253.8550, 13.9728, 70.2422, -68.6680
-11.1008, 23.1198, 3.0429, 157.6070, 226.6070, -14.1198, 254.0305, 14.0156, 70.0386, -68.6586
-10.9237, 23.0103, 2.8280, 157.5733, 226.5733, -14.0103, 254.2454, 13.9960, 70.0223, -68.6944
-10.7453, 22.9032, 2.6463, 157.6386, 226.6386, -13.9032, 254.4272, 14.0288, 69.9174, -68.7164
-10.5649, 22.7462, 2.4219, 157.5930, 226.5930, -13.7462, 254.6516, 13.9719, 69.9025, -68.7214
