# Joint_B_Angle(deg), Cam_X(mm), Cam_Y(mm), Cam_Z(mm), Torso_X(mm), Torso_Y(mm), Torso_Z(mm), EE_X(mm), EE_Y(mm), EE_Z(mm)
-19.9859, 35.9210, -43.4129, 177.1587, 246.1587, -26.9210, 300.4864, -28.2956, -58.1639, -65.5640
-19.9402, 35.9610, -43.4381, 177.2392, 246.2392, -26.9610, 300.5116, -28.4066, -58.0747, -65.5539
-19.8690, 35.9546, -43.4257, 177.2216, 246.2216, -26.9546, 300.4991, -28.4608, -58.0524, -65.5501
-19.8083, 35.8841, -43.3651, 177.1180, 246.1180, -26.8841, 300.4386, -28.4066, -58.0989, -65.5615
-19.7372, 35.8772, -43.3446, 177.2400, 246.2400, -26.8772, 300.4181, -28.4917, -57.9404, -65.5650
-19.6690, 35.7983, -43.2821, 177.2233, 246.2233, -26.7983, 300.3555, -28.4617, -57.8987, -65.5892
-19.6022, 35.7183, -43.2282, 177.1446, 246.1446, -26.7183, 300.3017, -28.4199, -57.9194, -65.6143
-19.5416, 35.6546, -43.1561, 177.0717, 246.0717, -26.6546, 300.2296, -28.3693, -57.9346, -65.6159
-19.4717, 35.6119, -43.1244, 177.0497, 246.0497, -26.6119, 300.1978, -28.3846, -57.9090, -65.6292
-19.4049, 35.5286, -43.0728, 177.0444, 246.0444, -26.5286, 300.1463, -28.3620, -57.8599, -65.6643
-19.3333, 35.4799, -43.0175, 177.0102, 246.0102, -26.4799, 300.0910, -28.3543, -57.8386, -65.6674
-19.2582, 35.4169, -42.9643, 176.9491, 245.9491, -26.4169, 300.0377, -28.3363, -57.8408, -65.6806
-19.1914, 35.3057, -42.8822, 176.9147, 245.9148, -26.3057, 299.9557, -28.2663, -57.8098, -65.7174
-19.1342, 35.2411, -42.8346, 176.8950, 245.8950, -26.2411, 299.9080, -28.2440, -57.7827, -65.7389
-19.0622, 35.2035, -42.7990, 176.8408, 245.8408, -26.2035, 299.8725, -28.2536, -57.7868, -65.7431
-18.9971, 35.1452, -42.7406, 176.7657, 245.7657, -26.1452, 299.8141, -28.2208, -57.8072, -65.7484
-18.9321, 35.0751, -42.7008, 176.7528, 245.7528, -26.0751, 299.7742, -28.2110, -57.7714, -65.7795
-18.8662, 35.0108, -42.6487, 176.7466, 245.7466, -26.0108, 299.7222, -28.1978, -57.7262, -65.7991
-18.7976, 34.9793, -42.6011, 176.7870, 245.7870, -25.9793, 299.6745, -28.2221, -57.6386, -65.7992
-18.7321, 34.8834, -42.5284, 176.7050, 245.7050, -25.8834, 299.6018, -28.1549, -57.6591, -65.8254
-18.6592, 34.7877, -42.4576, 176.6049, 245.6049, -25.7877, 299.5311, -28.0922, -57.6942, -65.8511
-18.5845, 34.7275, -42.4063, 176.6128, 245.6128, -25.7275, 299.4798, -28.0943, -57.6322, -65.8692
-18.5067, 34.7100, -42.3869, 176.6641, 245.6641, -25.7100, 299.4604, -28.1599, -57.5382, -65.8758
-18.4364, 34.6012, -42.2953, 176.5712, 245.5712, -25.6012, 299.3688, -28.0728, -57.5619, -65.9002
-18.3722, 34.5559, -42.2404, 176.6389, 245.6389, -25.5559, 299.3139, -28.0849, -57.4478, -65.9092
-18.3001, 34.4947, -42.1888, 176.5990, 245.5990, -25.4947, 299.2622, -28.0715, -57.4334, -65.9238
-18.2254, 34.4144, -42.1342, 176.5270, 245.5270, -25.4144, 299.2076, -28.0392, -57.4467, -65.9492
-18.1564, 34.3337, -42.0708, 176.5025, 245.5025, -25.3337, 299.1443, -28.0058, -57.4149, -65.9737
-18.0949, 34.2741, -42.0233, 176.4780, 245.4780, -25.2741, 299.0967, -27.9895, -57.3923, -65.9908
-18.0127, 34.2200, -41.9732, 176.4650, 245.4650, -25.2200, 299.0467, -27.9983, -57.3484, -66.0029
-17.9328, 34.1441, -41.9093, 176.3928, 245.3928, -25.1441, 298.9828, -27.9669, -57.3580, -66.0193
-17.8677, 34.0687, -41.8387, 176.4167, 245.4167, -25.0687, 298.9121, -27.9384, -57.2805, -66.0393
-17.7996, 33.9921, -41.7732, 176.3826, 245.3826, -24.9921, 298.8467, -27.9025, -57.2590, -66.0584
-17.7398, 33.9213, -41.7383, 176.3309, 245.3309, -24.9213, 298.8118, -27.8811, -57.2665, -66.0897
-17.6783, 33.8473, -41.6770, 176.1898, 245.1898, -24.8473, 298.7504, -27.8185, -57.3532, -66.1002
-17.6128, 33.7910, -41.6288, 176.1755, 245.1755, -24.7910, 298.7023, -27.8101, -57.3199, -66.1152
-17.5425, 33.7495, -41.5869, 176.2263, 245.2263, -24.7494, 298.6603, -27.8350, -57.2236, -66.1276
-17.4735, 33.6852, -41.5395, 176.2150, 245.2150, -24.6852, 298.6129, -27.8266, -57.1852, -66.1496
-17.3931, 33.6111, -41.4690, 176.1567, 245.1567, -24.6111, 298.5424, -27.7951, -57.1810, -66.1617
-17.3193, 33.4841, -41.3791, 176.0417, 245.0417, -24.4841, 298.4525, -27.6976, -57.2271, -66.1997
-17.2573, 33.4717, -41.3618, 176.0972, 245.0972, -24.4717, 298.4353, -27.7513, -57.1384, -66.2039
-17.1875, 33.4097, -41.3074, 176.0758, 245.0758, -24.4097, 298.3809, -27.7372, -57.1086, -66.2191
-17.1193, 33.3363, -41.2404, 176.0012, 245.0012, -24.3363, 298.3138, -27.6929, -57.1277, -66.2314
-17.0569, 33.3092, -41.1939, 176.1116, 245.1116, -24.3092, 298.2674, -27.7277, -56.9779, -66.2345
-16.9994, 33.2326, -41.1532, 176.0463, 245.0463, -24.2326, 298.2267, -27.6935, -56.9990, -66.2659
-16.9312, 33.1668, -41.1106, 176.0048, 245.0048, -24.1668, 298.1841, -27.6798, -56.9924, -66.2894
-16.8587, 33.1015, -41.0474, 175.9543, 244.9543, -24.1015, 298.1208, -27.6531, -56.9879, -66.2995
-16.7889, 33.0299, -40.9953, 175.9276, 244.9276, -24.0299, 298.0687, -27.6337, -56.9638, -66.3232
-16.7186, 32.9326, -40.9119, 175.8387, 244.8387, -23.9326, 297.9853, -27.5618, -56.9916, -66.3436
-16.6544, 32.8961, -40.8490, 175.9305, 244.9305, -23.8961, 297.9224, -27.5750, -56.8551, -66.3428
-16.5920, 32.8308, -40.8142, 175.8615, 244.8615, -23.8308, 297.8876, -27.5561, -56.8804, -66.3684
-16.5239, 32.7482, -40.7522, 175.7940, 244.7940, -23.7482, 297.8256, -27.5120, -56.8945, -66.3916
-16.4210, 32.6714, -40.7024, 175.7250, 244.7250, -23.6714, 297.7759, -27.5153, -56.8966, -66.4173
-16.3103, 32.5649, -40.6231, 175.7150, 244.7150, -23.5649, 297.6965, -27.4979, -56.8294, -66.4540
-16.2229, 32.4702, -40.5320, 175.6996, 244.6996, -23.4702, 297.6055, -27.4543, -56.7771, -66.4739
-16.1077, 32.3694, -40.4414, 175.6516, 244.6516, -23.3694, 297.5149, -27.4279, -56.7434, -66.4962
-16.0264, 32.2773, -40.3551, 175.6245, 244.6245, -23.2773, 297.4286, -27.3808, -56.7072, -66.5159
-15.9319, 32.2079, -40.2984, 175.5843, 244.5843, -23.2079, 297.3719, -27.3806, -56.6853, -66.5340
-15.8629, 32.1510, -40.2561, 175.7005, 244.7005, -23.1510, 297.3296, -27.4054, -56.5268, -66.5639
-15.8023, 32.0776, -40.1966, 175.6160, 244.6160, -23.0776, 297.2700, -27.3581, -56.5637, -66.5798
-15.7337, 32.0015, -40.1361, 175.5433, 244.5433, -23.0015, 297.2095, -27.3189, -56.5851, -66.5983
-15.6502, 31.9192, -40.0761, 175.4731, 244.4731, -22.9192, 297.1495, -27.2916, -56.5969, -66.6222
-15.5843, 31.8503, -40.0192, 175.5187, 244.5187, -22.8503, 297.0926, -27.2802, -56.5055, -66.6470
-15.5250, 31.7904, -39.9570, 175.4608, 244.4608, -22.7904, 297.0304, -27.2431, -56.5179, -66.6528
-15.4547, 31.7354, -39.9088, 175.4470, 244.4470, -22.7354, 296.9823, -27.2394, -56.4852, -66.6667
-15.3778, 31.6743, -39.8632, 175.5167, 244.5167, -22.6743, 296.9367, -27.2565, -56.3680, -66.6941
-15.3101, 31.6157, -39.8195, 175.5150, 244.5150, -22.6157, 296.8929, -27.2536, -56.3257, -66.7146
-15.2442, 31.5179, -39.7426, 175.3966, 244.3966, -22.5179, 296.8160, -27.1773, -56.3898, -66.7368
-15.1831, 31.4341, -39.6947, 175.3706, 244.3706, -22.4341, 296.7681, -27.1450, -56.3725, -66.7728
-15.1150, 31.3883, -39.6594, 175.3416, 244.3415, -22.3883, 296.7328, -27.1516, -56.3593, -66.7858
-15.0517, 31.3280, -39.5835, 175.3239, 244.3239, -22.3280, 296.6569, -27.1155, -56.3285, -66.7871
-14.9832, 31.2838, -39.5337, 175.2596, 244.2595, -22.2838, 296.6072, -27.1056, -56.3470, -66.7873
-14.9181, 31.2017, -39.4730, 175.2566, 244.2566, -22.2017, 296.5465, -27.0724, -56.3034, -66.8163
-14.8113, 31.1177, -39.4060, 175.1987, 244.1987, -22.1177, 296.4795, -27.0641, -56.2926, -66.8384
-14.7217, 31.0555, -39.3454, 175.2168, 244.2168, -22.0555, 296.4189, -27.0709, -56.2179, -66.8533
-14.6435, 30.9784, -39.2757, 175.3197, 244.3197, -21.9784, 296.3492, -27.0656, -56.0633, -66.8818
-14.5745, 30.8877, -39.2095, 175.2177, 244.2177, -21.8877, 296.2829, -27.0086, -56.1140, -66.9061
-14.5033, 30.8169, -39.1304, 175.1578, 244.1578, -21.8169, 296.2038, -26.9635, -56.1210, -66.9103
-14.4075, 30.7229, -39.0664, 175.1259, 244.1259, -21.7229, 296.1398, -26.9453, -56.0911, -66.9444
-14.3104, 30.6320, -38.9891, 175.1082, 244.1082, -21.6320, 296.0626, -26.9223, -56.0445, -66.9692
-14.2396, 30.5906, -38.9358, 175.1860, 244.1860, -21.5906, 296.0093, -26.9387, -55.9231, -66.9770
-14.1671, 30.4999, -38.8669, 175.1020, 244.1020, -21.4999, 295.9403, -26.8867, -55.9551, -67.0011
-14.0665, 30.3953, -38.7953, 175.0396, 244.0396, -21.3953, 295.8688, -26.8555, -55.9519, -67.0367
-13.9663, 30.3157, -38.7129, 174.9191, 243.9191, -21.3157, 295.7863, -26.8206, -56.0050, -67.0408
-13.8916, 30.2230, -38.6397, 174.9299, 243.9299, -21.2230, 295.7131, -26.7825, -55.9428, -67.0719
-13.8357, 30.1307, -38.5428, 174.8907, 243.8907, -21.1307, 295.6162, -26.6992, -55.9343, -67.0843
-13.7777, 30.1058, -38.5250, 174.9265, 243.9265, -21.1058, 295.5985, -26.7329, -55.8679, -67.0966
-13.7123, 30.0358, -38.4829, 174.8983, 243.8983, -21.0358, 295.5564, -26.7171, -55.8551, -67.1250
-13.6490, 29.9657, -38.4212, 174.8461, 243.8461, -20.9657, 295.4947, -26.6798, -55.8634, -67.1397
-13.5831, 29.9207, -38.3839, 174.8356, 243.8356, -20.9207, 295.4574, -26.6861, -55.8349, -67.1524
-13.5215, 29.8401, -38.3143, 174.7360, 243.7360, -20.8401, 295.3878, -26.6270, -55.8892, -67.1668
-13.4648, 29.8176, -38.2872, 174.8638, 243.8638, -20.8176, 295.3606, -26.6679, -55.7317, -67.1793
-13.4038, 29.7458, -38.2174, 174.8186, 243.8186, -20.7458, 295.2908, -26.6223, -55.7331, -67.1911
-13.3396, 29.6900, -38.1670, 174.7925, 243.7925, -20.6900, 295.2404, -26.6077, -55.7184, -67.2033
-13.2772, 29.6209, -38.1170, 174.7397, 243.7397, -20.6209, 295.1905, -26.5794, -55.7305, -67.2241
-13.2051, 29.5756, -38.0906, 174.8007, 243.8007, -20.5756, 295.1641, -26.6110, -55.6312, -67.2496
-13.1405, 29.5062, -38.0292, 174.7403, 243.7403, -20.5062, 295.1026, -26.5745, -55.6481, -67.2632
-13.0707, 29.4635, -37.9798, 174.8407, 243.8407, -20.4635, 295.0533, -26.5934, -55.5071, -67.2762
-13.0017, 29.3748, -37.9151, 174.7599, 243.7599, -20.3748, 294.9885, -26.5437, -55.5412, -67.3016
-12.9305, 29.2976, -37.8508, 174.7216, 243.7216, -20.2976, 294.9243, -26.5101, -55.5331, -67.3216
-12.8646, 29.2106, -37.7690, 174.6141, 243.6141, -20.2106, 294.8424, -26.4412, -55.5924, -67.3331
-12.8004, 29.1610, -37.7265, 174.6140, 243.6140, -20.1610, 294.7999, -26.4403, -55.5546, -67.3472
-12.7310, 29.0925, -37.6803, 174.6026, 243.6026, -20.0925, 294.7538, -26.4284, -55.5244, -67.3734
-12.6562, 29.0366, -37.6313, 174.5580, 243.5580, -20.0367, 294.7047, -26.4221, -55.5244, -67.3849
-12.5947, 28.9380, -37.5481, 174.5271, 243.5271, -19.9380, 294.6215, -26.3525, -55.5106, -67.4113
-12.5187, 28.8853, -37.5050, 174.5077, 243.5077, -19.8853, 294.5784, -26.3577, -55.4865, -67.4260
-12.4510, 28.8086, -37.4332, 174.4400, 243.4400, -19.8086, 294.5066, -26.3110, -55.5088, -67.4386
-12.3759, 28.7673, -37.3861, 174.5589, 243.5589, -19.7673, 294.4596, -26.3390, -55.3484, -67.4534
-12.3073, 28.6966, -37.3127, 174.5223, 243.5223, -19.6966, 294.3861, -26.2997, -55.3397, -67.4629
-12.2344, 28.6091, -37.2594, 174.4588, 243.4588, -19.6091, 294.3329, -26.2667, -55.3587, -67.4956
-12.1667, 28.5890, -37.2377, 174.4856, 243.4856, -19.5890, 294.3111, -26.3066, -55.2974, -67.5009
-12.1030, 28.4874, -37.1542, 174.4447, 243.4447, -19.4874, 294.2277, -26.2356, -55.2935, -67.5286
-12.0349, 28.4392, -37.1181, 174.4253, 243.4253, -19.4392, 294.1915, -26.2412, -55.2750, -67.5439
-11.9681, 28.4011, -37.0667, 174.4923, 243.4923, -19.4011, 294.1401, -26.2513, -55.1695, -67.5492
-11.9070, 28.3340, -37.0072, 174.4023, 243.4023, -19.3340, 294.0806, -26.2108, -55.2202, -67.5597
-11.8419, 28.2596, -36.9403, 174.3889, 243.3889, -19.2596, 294.0138, -26.1742, -55.1922, -67.5779
-11.7681, 28.1900, -36.8860, 174.3175, 243.3175, -19.1900, 293.9595, -26.1513, -55.2197, -67.5950
-11.7000, 28.1166, -36.8156, 174.2958, 243.2958, -19.1166, 293.8890, -26.1144, -55.1982, -67.6097
-11.6284, 28.0549, -36.7681, 174.2900, 243.2900, -19.0549, 293.8416, -26.1081, -55.1634, -67.6301
-11.5585, 28.0058, -36.7251, 174.4085, 243.4085, -19.0058, 293.7985, -26.1269, -55.0073, -67.6535
-11.4917, 27.9263, -36.6641, 174.3193, 243.3193, -18.9263, 293.7375, -26.0838, -55.0550, -67.6730
-11.4245, 27.8307, -36.5806, 174.2005, 243.2005, -18.8307, 293.6541, -26.0101, -55.1285, -67.6895
-11.3581, 27.7841, -36.5368, 174.1683, 243.1683, -18.7841, 293.6103, -26.0074, -55.1232, -67.6978
-11.2970, 27.7158, -36.5023, 174.2484, 243.2484, -18.7158, 293.5757, -26.0075, -55.0106, -67.7384
-11.2298, 27.6452, -36.4308, 174.1891, 243.1891, -18.6452, 293.5042, -25.9659, -55.0276, -67.7470
-11.1393, 27.5698, -36.3697, 174.1413, 243.1413, -18.5698, 293.4432, -25.9535, -55.0245, -67.7667
-11.0685, 27.4680, -36.3012, 174.1556, 243.1556, -18.4680, 293.3746, -25.9076, -54.9678, -67.8081
-10.9863, 27.4281, -36.2607, 174.1711, 243.1711, -18.4281, 293.3342, -25.9323, -54.9093, -67.8171
-10.9138, 27.3479, -36.1525, 174.1322, 243.1322, -18.3479, 293.2260, -25.8636, -54.8990, -67.8132
-10.8523, 27.2633, -36.0970, 174.1375, 243.1375, -18.2633, 293.1705, -25.8284, -54.8578, -67.8480
-10.7851, 27.2058, -36.0559, 174.1336, 243.1336, -18.2058, 293.1293, -25.8251, -54.8254, -67.8690
-10.7218, 27.1448, -35.9926, 174.0818, 243.0818, -18.1448, 293.0660, -25.7930, -54.8391, -67.8755
-10.6655, 27.1030, -35.9511, 174.0905, 243.0905, -18.1030, 293.0246, -25.7899, -54.7994, -67.8848
-10.5992, 27.0036, -35.8932, 174.0349, 243.0349, -18.0036, 292.9666, -25.7415, -54.8165, -67.9249
-10.5223, 26.9750, -35.8510, 174.1445, 243.1445, -17.9750, 292.9245, -25.7765, -54.6675, -67.9317
-10.4559, 26.9182, -35.7963, 174.0825, 243.0825, -17.9182, 292.8697, -25.7556, -54.6916, -67.9391
-10.3931, 26.8372, -35.7118, 174.0174, 243.0174, -17.8372, 292.7853, -25.6929, -54.7165, -67.9478
-10.3135, 26.7653, -35.6735, 174.0389, 243.0389, -17.7653, 292.7469, -25.6975, -54.6545, -67.9840
-10.2485, 26.6769, -35.5989, 173.9877, 242.9877, -17.6769, 292.6724, -25.6419, -54.6663, -68.0058
-10.1676, 26.6255, -35.5471, 173.9666, 242.9666, -17.6255, 292.6206, -25.6448, -54.6444, -68.0141
-10.0929, 26.5453, -35.4866, 173.9856, 242.9856, -17.5453, 292.5600, -25.6218, -54.5845, -68.0434
-10.0261, 26.4474, -35.4061, 173.8891, 242.8891, -17.4474, 292.4796, -25.5529, -54.6402, -68.0654
-9.9549, 26.3934, -35.3537, 173.8308, 242.8308, -17.3934, 292.4272, -25.5409, -54.6599, -68.0723
-9.8820, 26.3433, -35.2988, 173.7950, 242.7950, -17.3433, 292.3723, -25.5333, -54.6560, -68.0765
-9.8271, 26.2694, -35.2286, 173.9030, 242.9030, -17.2694, 292.3021, -25.4961, -54.5161, -68.1026
-9.7651, 26.2221, -35.1938, 173.8748, 242.8748, -17.2221, 292.2673, -25.4962, -54.5124, -68.1172
-9.6877, 26.1457, -35.1347, 173.7956, 242.7956, -17.1457, 292.2082, -25.4694, -54.5497, -68.1362
